cosine similarity,line1,sentence1,line2,sentence2
0.977,303,การอ่านข่าวทุกวันทำให้เราทันเหตุการณ์และรอบรู้มากขึ้น,2296,การอ่านข่าวทุกวันช่วยให้เราทันสมัยและรู้ทันเหตุการณ์
0.977,587,ถ้าเรารับฟังความคิดเห็นของผู้อื่น เราก็จะเข้าใจพวกเขามากขึ้น,2305,การฟังความคิดเห็นของผู้อื่นจะช่วยให้เราเข้าใจมากขึ้น
0.977,733,ฉันเชื่อว่าการศึกษาเป็นกุญแจสำคัญสู่ความสำเร็จ,1106,ฉันเชื่อว่าการศึกษาเป็นกุญแจสู่ความสำเร็จในชีวิต
0.977,2141,คุณพ่อชอบฟังเพลงแจ๊สแบบโบราณขณะทำงานไม้ในโรงรถช่วงสุดสัปดาห์,2150,คุณพ่อชอบฟังเพลงแจ๊สคลาสสิกขณะทำงานไม้ในโรงรถวันหยุด
0.977,1195,ฉันชอบฟังเสียงคลื่นทะเลเวลาที่ไปเที่ยวชายหาด,2109,ฉันชอบเดินเล่นริมชายหาด และฟังเสียงคลื่นทะเล
0.977,2150,คุณพ่อชอบฟังเพลงแจ๊สคลาสสิกขณะทำงานไม้ในโรงรถวันหยุด,2156,คุณพ่อชอบทำงานไม้ไปฟังเพลงแจ๊สโบราณในโรงรถช่วงวันหยุดสุดสัปดาห์
0.977,769,เมื่อวานฉันเจอเพื่อนเก่าที่ห้างโดยบังเอิญ,1935,วันนี้ฉันพบเพื่อนเก่าโดยบังเอิญที่ห้างสรรพสินค้า
0.977,2144,เด็กนักเรียนกำลังทดลองวิทยาศาสตร์กับฟลูออรีนในห้องแล็บภายใต้การดูแล,2148,เด็กนักเรียนกำลังทดลองวิทยาศาสตร์กับฟลูออรีนภายใต้การดูแลอย่างใกล้ชิด
0.977,1195,ฉันชอบฟังเสียงคลื่นทะเลเวลาที่ไปเที่ยวชายหาด,2260,ฉันชอบฟังเสียงคลื่นทะเลเวลานั่งพักผ่อนบนชายหาด
0.977,314,การฟังความคิดเห็นของผู้อื่นทำให้เราเข้าใจและเรียนรู้มากขึ้น,2305,การฟังความคิดเห็นของผู้อื่นจะช่วยให้เราเข้าใจมากขึ้น
0.977,310,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและแข็งแกร่งขึ้น,1425,ถ้าเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตขึ้น
0.976,1524,ผมอยากเรียนรู้ภาษาใหม่เพื่อเปิดโลกทัศน์มากขึ้น,2441,ฉันชอบเรียนรู้ภาษาใหม่เพื่อเปิดโลกทัศน์ของตัวเอง
0.976,1574,ผมกำลังหาหนังสือที่ดีสักเล่มเพื่ออ่านในวันหยุด,2429,ฉันกำลังหาหนังสือเล่มใหม่ที่จะอ่านในวันหยุดนี้
0.976,539,แม้ว่าวันนี้จะยุ่งมาก แต่ฉันก็รู้สึกภูมิใจที่ได้ทำงานสำเร็จตามเป้าหมาย,1924,แม้ว่าวันนี้จะยุ่งมาก แต่ฉันก็รู้สึกพอใจที่ได้ทำงานสำเร็จ
0.976,42,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญ ที่จะทำให้เราเติบโตและพัฒนา,1639,เมื่อเราเรียนรู้จากความผิดพลาด เราจะเติบโตและพัฒนายิ่งขึ้น
0.976,2,วันนี้อากาศดีมาก ฉันคิดว่าเราควรออกไปเดินเล่นที่สวนสาธารณะด้วยกันไหม,1910,วันนี้อากาศดีมาก เราน่าจะไปเดินเล่นที่สวนสาธารณะกันไหม?
0.976,695,ฉันต้องการฝึกฝนการพูดในที่สาธารณะเพื่อเพิ่มความมั่นใจ,912,ฉันกำลังฝึกพูดในที่สาธารณะ เพื่อเพิ่มความมั่นใจและทักษะการสื่อสาร
0.976,1625,แม้ว่าจะมีอุปสรรคมากมาย แต่เราต้องไม่ยอมแพ้และเดินหน้าต่อไป,2092,แม้ว่าจะมีอุปสรรคมากมาย แต่เราจะไม่ยอมแพ้
0.976,94,การฟังเพลงคลาสสิกช่วยให้ฉันมีสมาธิและทำงานได้มีประสิทธิภาพมากขึ้น,1099,การฟังเพลงคลาสสิกช่วยให้ฉันสงบและมีสมาธิในการทำงาน
0.976,19,ฉันอยากเรียนรู้ภาษาใหม่ เพราะจะได้สื่อสารกับคนต่างชาติได้ดีขึ้น,2026,ฉันเรียนภาษาใหม่ เพราะอยากสื่อสารกับคนต่างชาติ
0.976,1409,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับได้ง่ายขึ้น,1486,ฉันชอบอ่านหนังสือก่อนนอนเพราะมันช่วยให้หลับง่ายขึ้น
0.975,979,แม้ว่าจะมีอุปสรรคมากมาย แต่ฉันก็จะไม่ยอมแพ้ต่อความฝันของฉัน,1214,ถึงแม้ว่าจะยากลำบาก แต่ฉันก็จะไม่ยอมแพ้ต่อความฝัน
0.975,17,ถึงแม้ว่าเราจะพบกับอุปสรรคมากมาย แต่ก็ไม่ควรยอมแพ้และควรสู้ต่อไป,1964,แม้ว่าจะมีอุปสรรคมากมาย เราก็ไม่ควรยอมแพ้
0.975,607,การอ่านข่าวทุกวันจะช่วยให้เราทันเหตุการณ์และรอบรู้มากขึ้น,2296,การอ่านข่าวทุกวันช่วยให้เราทันสมัยและรู้ทันเหตุการณ์
0.975,9,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ฉันรู้สึกผ่อนคลายและสนุกสนาน,548,ฉันชอบฟังเพลงเวลาขับรถ เพราะทำให้การเดินทางสนุกสนานขึ้น
0.975,676,การนั่งสมาธิช่วยให้ฉันรู้สึกผ่อนคลายและมีสมาธิมากขึ้น,999,ฉันพบว่าการนั่งสมาธิช่วยให้จิตใจสงบและมีสมาธิมากขึ้น
0.975,907,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญที่ช่วยให้เราเติบโตและพัฒนา,1639,เมื่อเราเรียนรู้จากความผิดพลาด เราจะเติบโตและพัฒนายิ่งขึ้น
0.975,1291,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและเข้มแข็งขึ้น,1639,เมื่อเราเรียนรู้จากความผิดพลาด เราจะเติบโตและพัฒนายิ่งขึ้น
0.975,780,ฉันชอบฟังเพลงเวลาทำงานเพราะช่วยให้มีสมาธิ,951,ฉันชอบฟังเพลงขณะทำงาน เพราะมันช่วยให้ฉันมีสมาธิและทำงานได้เร็วขึ้น
0.974,33,แม้ว่าวันนี้จะเหนื่อย แต่ฉันก็มีความสุขที่ได้ช่วยเหลือผู้อื่น,1824,ถึงแม้ว่าจะเหนื่อย แต่ฉันก็มีความสุขที่ได้ช่วยเหลือผู้อื่น
0.974,310,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและแข็งแกร่งขึ้น,1639,เมื่อเราเรียนรู้จากความผิดพลาด เราจะเติบโตและพัฒนายิ่งขึ้น
0.974,94,การฟังเพลงคลาสสิกช่วยให้ฉันมีสมาธิและทำงานได้มีประสิทธิภาพมากขึ้น,903,การฟังเพลงคลาสสิกช่วยให้ฉันรู้สึกผ่อนคลายและมีสมาธิในการทำงาน
0.974,1500,ฉันต้องการซื้อของขวัญให้เพื่อนแต่ยังไม่รู้ว่าจะซื้ออะไรดี,1630,ฉันต้องการซื้อของขวัญให้เพื่อน แต่ไม่แน่ใจว่าเขาจะชอบอะไร
0.974,1622,ฉันอยากเรียนทำอาหารไทยเพื่อที่จะทำให้ครอบครัวทานที่บ้าน,2226,ตอนนี้ฉันกำลังเรียนทำอาหารไทยเพราะอยากทำให้ครอบครัวทาน
0.974,588,ฉันชอบดื่มกาแฟตอนเช้า มันช่วยให้ฉันตื่นตัวและพร้อมสำหรับวันใหม่,2405,ฉันชอบดื่มกาแฟในตอนเช้าเพราะมันทำให้ฉันตื่นตัว
0.974,1210,เราควรจะสนับสนุนสินค้าท้องถิ่นเพื่อเศรษฐกิจของเรา,2465,พวกเราควรสนับสนุนสินค้าท้องถิ่นเพื่อเศรษฐกิจที่ยั่งยืน
0.974,9,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ฉันรู้สึกผ่อนคลายและสนุกสนาน,2037,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้การเดินทางสนุกขึ้น
0.974,1330,คุณหมอแนะนำให้พักผ่อนและไม่ควรโหมงานหนักจนเกินไป,1348,หมอแนะนำว่าไม่ควรโหมงานหนักเกินไป ควรพักผ่อนให้เพียงพอ
0.973,297,การวางแผนการเงินที่ดีจะช่วยให้เรามีความมั่นคงในอนาคต,1424,การวางแผนทางการเงินที่ดีจะช่วยให้เรามีความมั่นคง
0.973,620,ถ้าเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและแข็งแกร่งขึ้น,1639,เมื่อเราเรียนรู้จากความผิดพลาด เราจะเติบโตและพัฒนายิ่งขึ้น
0.973,1029,ถึงแม้ว่าเขาจะอายุน้อย แต่เขาก็มีประสบการณ์ในการทำงานมากมาย,1122,แม้ว่าเขาจะอายุน้อย แต่เขาก็มีประสบการณ์มากมาย
0.973,860,ฉันชอบอ่านหนังสือทุกคืนก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายมากขึ้น,936,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายขึ้น
0.973,1924,แม้ว่าวันนี้จะยุ่งมาก แต่ฉันก็รู้สึกพอใจที่ได้ทำงานสำเร็จ,2059,แม้ว่าวันนี้จะยุ่ง แต่ฉันก็รู้สึกมีความสุขที่ได้ทำงาน
0.973,17,ถึงแม้ว่าเราจะพบกับอุปสรรคมากมาย แต่ก็ไม่ควรยอมแพ้และควรสู้ต่อไป,1625,แม้ว่าจะมีอุปสรรคมากมาย แต่เราต้องไม่ยอมแพ้และเดินหน้าต่อไป
0.973,1025,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและพัฒนาตนเองได้มากขึ้น,1291,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและเข้มแข็งขึ้น
0.973,1539,ถ้าคุณพร้อมแล้วเราจะเริ่มประชุมกันตอนนี้เลย,1943,ถ้าคุณพร้อมแล้ว เราจะเริ่มประชุมได้ทันที
0.972,1074,ถ้าเราทำงานร่วมกัน เราก็จะสามารถบรรลุเป้าหมายได้เร็วขึ้น,2436,ถ้าเราทำงานร่วมกัน เราจะสำเร็จได้เร็วขึ้น
0.972,2293,ถ้าเราช่วยกันรักษาความสะอาดชุมชนของเราก็จะน่าอยู่ขึ้น,2486,ถ้าเราช่วยกันรักษาความสะอาด สังคมของเราจะน่าอยู่ขึ้น
0.972,1720,แม่มักจะสอนให้เราประหยัดน้ำประหยัดไฟ และใช้ทรัพยากรอย่างคุ้มค่า,1757,แม่มักจะสอนให้เรารู้จักประหยัดน้ำประหยัดไฟ และรักษาสิ่งแวดล้อม
0.972,627,แม้ว่าฉันจะมีงานยุ่ง แต่ฉันก็จะหาเวลาให้ครอบครัวเสมอ,1193,แม้ว่าฉันจะยุ่ง แต่ฉันก็จะหาเวลาให้กับครอบครัว
0.972,984,ฉันเชื่อว่าการอ่านหนังสือจะเปิดโลกทัศน์และเพิ่มความรู้ให้เรา,1189,ฉันคิดว่าการอ่านหนังสือทำให้เราเปิดโลกทัศน์กว้างขึ้น
0.972,310,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและแข็งแกร่งขึ้น,1025,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและพัฒนาตนเองได้มากขึ้น
0.972,264,เมื่อคืนฝนตกหนักมาก ทำให้ถนนลื่นและต้องขับรถอย่างระมัดระวัง,938,เมื่อวานนี้ฝนตกหนักมาก ทำให้ถนนลื่นและต้องขับรถอย่างระมัดระวัง
0.972,34,การอ่านหนังสือก่อนนอนจะช่วยให้เราผ่อนคลายและนอนหลับสบายขึ้น,279,การอ่านหนังสือก่อนนอนช่วยให้หลับสบายและฝันดี
0.972,33,แม้ว่าวันนี้จะเหนื่อย แต่ฉันก็มีความสุขที่ได้ช่วยเหลือผู้อื่น,1508,แม้ว่าวันนี้จะยุ่งแต่ฉันก็มีความสุขที่ได้ช่วยเหลือคนอื่น
0.972,1630,ฉันต้องการซื้อของขวัญให้เพื่อน แต่ไม่แน่ใจว่าเขาจะชอบอะไร,2093,ฉันต้องการซื้อของขวัญให้เพื่อน แต่ไม่รู้ว่าจะเลือกอะไรดี
0.971,538,ฉันชอบอ่านหนังสือก่อนนอน เพราะทำให้ผ่อนคลายและหลับสบายขึ้น,860,ฉันชอบอ่านหนังสือทุกคืนก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายมากขึ้น
0.971,980,ฉันชอบนั่งอ่านหนังสือที่ร้านกาแฟ เพราะบรรยากาศที่เงียบสงบ,1016,ฉันชอบอ่านหนังสือที่ร้านกาแฟ เพราะบรรยากาศเงียบสงบและมีกลิ่นหอมของกาแฟ
0.971,1210,เราควรจะสนับสนุนสินค้าท้องถิ่นเพื่อเศรษฐกิจของเรา,1701,เราควรสนับสนุนสินค้าท้องถิ่นเพื่อช่วยเศรษฐกิจของชุมชน
0.971,43,ถ้าเรารักษาสิ่งแวดล้อม โลกของเราก็จะน่าอยู่มากขึ้นสำหรับคนรุ่นต่อไป,2288,ถ้าเรารักษาสิ่งแวดล้อมโลกของเราก็จะน่าอยู่มากขึ้น
0.971,1395,เขากำลังฝึกซ้อมอย่างหนัก เพื่อเตรียมตัวสำหรับการแข่งขันครั้งต่อไป,1544,เขากำลังฝึกซ้อมอย่างหนักเพื่อการแข่งขันครั้งสำคัญ
0.971,1587,เราควรตรวจสอบข้อมูลอีกครั้งเพื่อความแน่ใจก่อนส่งมอบ,1967,เราควรตรวจสอบข้อมูลอีกครั้งเพื่อความถูกต้องก่อนส่ง
0.971,680,ฉันต้องการเรียนรู้การถ่ายภาพเพื่อเก็บความทรงจำที่ดี,1441,ฉันอยากเรียนรู้วิธีถ่ายภาพ เพื่อเก็บความทรงจำที่สวยงาม
0.971,906,ถ้าเรามองโลกในแง่ดี ชีวิตของเราก็จะเต็มไปด้วยพลังและความหวัง,1678,ถ้าเรามองโลกในแง่ดี ชีวิตก็จะเต็มไปด้วยความสุขและความหวัง
0.971,42,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญ ที่จะทำให้เราเติบโตและพัฒนา,1025,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและพัฒนาตนเองได้มากขึ้น
0.971,26,ฉันตั้งใจว่าจะเริ่มออกกำลังกายทุกเช้า เพื่อสุขภาพที่ดีและร่างกายที่แข็งแรง,1327,ฉันจึงตัดสินใจเริ่มออกกำลังกายทุกเช้า เพื่อสุขภาพที่ดีขึ้น
0.971,1281,เมื่อเราช่วยเหลือผู้อื่น เราก็จะรู้สึกดีและโลกจะน่าอยู่ขึ้น,1431,ถ้าเราช่วยเหลือผู้อื่น โลกจะน่าอยู่ยิ่งขึ้น
0.971,1116,ถึงแม้ว่างานจะยาก แต่ฉันก็จะพยายามทำให้ดีที่สุด,1842,ถึงแม้ว่าจะยาก แต่ฉันจะพยายามทำให้ดีที่สุด
0.971,620,ถ้าเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและแข็งแกร่งขึ้น,1025,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและพัฒนาตนเองได้มากขึ้น
0.97,638,การเปิดใจรับฟังความคิดเห็นของผู้อื่น จะทำให้เราเติบโตและพัฒนา,1704,การเปิดใจรับฟังความคิดเห็นที่แตกต่างจะช่วยให้เราเติบโตขึ้น
0.97,907,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญที่ช่วยให้เราเติบโตและพัฒนา,1025,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและพัฒนาตนเองได้มากขึ้น
0.97,903,การฟังเพลงคลาสสิกช่วยให้ฉันรู้สึกผ่อนคลายและมีสมาธิในการทำงาน,2234,ฉันชอบฟังเพลงคลาสสิกเวลาทำงานเพราะทำให้ผ่อนคลาย
0.97,1315,งานนี้ยากกว่าที่คิดไว้มาก แต่ฉันจะพยายามทำให้ดีที่สุดและไม่ย่อท้อ,1341,งานนี้ยากกว่าที่คิดไว้ แต่ฉันจะพยายามทำให้ดีที่สุด
0.97,95,ถ้าเราดูแลสิ่งแวดล้อม โลกของเราก็จะสวยงามและยั่งยืนสำหรับคนรุ่นหลัง,271,เราควรรักษาสิ่งแวดล้อมเพื่อให้โลกของเรายังคงสวยงามสำหรับคนรุ่นหลัง
0.97,1217,เมื่อวานนี้ฝนตกหนักมากแต่ฉันยังคงต้องออกไปทำงานตามปกติ,1385,แม้ว่าวันนี้ฝนจะตกหนัก แต่ฉันก็ยังต้องไปทำงานตามปกติ
0.969,1393,ฉันต้องการซื้อของขวัญพิเศษให้กับน้องสาวในวันเกิดของเธอ,1936,ฉันกำลังมองหาของขวัญวันเกิดที่เหมาะสมสำหรับน้องสาว
0.969,1820,ถ้าคุณต้องการความช่วยเหลือ คุณสามารถโทรหาฉันได้ตลอดเวลา,2020,ถ้าเธอต้องการความช่วยเหลือ โปรดโทรหาฉันได้ทุกเวลา
0.969,1486,ฉันชอบอ่านหนังสือก่อนนอนเพราะมันช่วยให้หลับง่ายขึ้น,1941,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น
0.969,1130,เมื่อไหร่ที่คุณพร้อม เราจะเริ่มประชุมได้ทันที,1649,ถ้าคุณพร้อมแล้ว เราสามารถเริ่มการประชุมได้ทันที
0.969,879,การฟังเพลงโปรดระหว่างการทำงาน ช่วยให้ฉันมีสมาธิและทำงานได้อย่างมีประสิทธิภาพ,951,ฉันชอบฟังเพลงขณะทำงาน เพราะมันช่วยให้ฉันมีสมาธิและทำงานได้เร็วขึ้น
0.969,892,ฉันอยากเรียนรู้การถ่ายภาพ เพื่อบันทึกความทรงจำและช่วงเวลาที่สวยงามในชีวิต,1441,ฉันอยากเรียนรู้วิธีถ่ายภาพ เพื่อเก็บความทรงจำที่สวยงาม
0.969,1239,ถ้าคุณสนใจ เราสามารถจัดการประชุมเพื่อหารือรายละเอียดเพิ่มเติม,1499,ถ้าคุณสนใจเราสามารถจัดการประชุมเพิ่มเติมได้
0.969,566,การอ่านหนังสือทำให้เราเปิดใจกว้างและเข้าใจโลกมากขึ้น,1189,ฉันคิดว่าการอ่านหนังสือทำให้เราเปิดโลกทัศน์กว้างขึ้น
0.969,1270,ฉันหวังว่าจะได้พบคุณอีกครั้งในอนาคตอันใกล้นี้,1396,ฉันหวังว่าเราจะมีโอกาสได้พบกันอีกครั้งในอนาคตอันใกล้นี้
0.969,365,ฉันกำลังฝึกทักษะการพูดในที่สาธารณะ เพื่อพัฒนาความมั่นใจและศักยภาพตัวเอง,695,ฉันต้องการฝึกฝนการพูดในที่สาธารณะเพื่อเพิ่มความมั่นใจ
0.969,698,ถ้าคุณพร้อมแล้ว เราจะออกเดินทางกันตอนนี้เลย,1190,ถ้าคุณพร้อมแล้ว เราจะเริ่มเดินทางกันทันที
0.969,279,การอ่านหนังสือก่อนนอนช่วยให้หลับสบายและฝันดี,1058,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น
0.969,879,การฟังเพลงโปรดระหว่างการทำงาน ช่วยให้ฉันมีสมาธิและทำงานได้อย่างมีประสิทธิภาพ,1592,ฉันชอบฟังเพลงขณะทำงานเพราะมันช่วยให้ฉันมีสมาธิมากขึ้น
0.968,578,ฉันชอบเดินเล่นริมชายหาด ฟังเสียงคลื่นและสูดอากาศบริสุทธิ์,1247,ฉันชอบไปเดินเล่นริมชายหาดเพื่อฟังเสียงคลื่นและสัมผัสลมทะเล
0.968,589,การวางแผนการเงินจะช่วยให้เรามีอนาคตที่มั่นคงและปลอดภัย,997,ถ้าเราวางแผนการเงินอย่างดี เราจะมีความมั่นคงในอนาคต
0.968,1625,แม้ว่าจะมีอุปสรรคมากมาย แต่เราต้องไม่ยอมแพ้และเดินหน้าต่อไป,1964,แม้ว่าจะมีอุปสรรคมากมาย เราก็ไม่ควรยอมแพ้
0.968,1058,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น,1486,ฉันชอบอ่านหนังสือก่อนนอนเพราะมันช่วยให้หลับง่ายขึ้น
0.968,2094,ถ้าเราทำงานร่วมกัน เราจะสามารถทำงานนี้ให้เสร็จเร็วขึ้น,2436,ถ้าเราทำงานร่วมกัน เราจะสำเร็จได้เร็วขึ้น
0.968,545,เมื่อวานนี้ฉันได้ลองทำสูตรอาหารใหม่ และผลลัพธ์ก็ออกมาอร่อยมาก,691,ฉันลองทำสูตรอาหารใหม่และผลลัพธ์ออกมาอร่อยมาก
0.968,1705,คุณมีคำแนะนำอย่างไรในการพัฒนาทักษะการสื่อสารของฉัน,2273,คุณมีคำแนะนำอย่างไรบ้างในการพัฒนาทักษะการสื่อสาร
0.968,1678,ถ้าเรามองโลกในแง่ดี ชีวิตก็จะเต็มไปด้วยความสุขและความหวัง,2266,ถ้าเรามองโลกในแง่ดีชีวิตก็จะมีความสุขมากขึ้น
0.968,34,การอ่านหนังสือก่อนนอนจะช่วยให้เราผ่อนคลายและนอนหลับสบายขึ้น,1058,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น
0.968,1114,ถ้าเราออกเดินทางตอนนี้ เราน่าจะไปถึงก่อนพระอาทิตย์ตก,2403,ถ้าเรารีบออกเดินทางตอนนี้ เราอาจจะถึงที่หมายก่อนพระอาทิตย์ตกดิน
0.968,936,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายขึ้น,1941,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น
0.968,738,เราควรสนับสนุนสินค้าท้องถิ่นเพื่อเศรษฐกิจในชุมชน,1210,เราควรจะสนับสนุนสินค้าท้องถิ่นเพื่อเศรษฐกิจของเรา
0.968,1486,ฉันชอบอ่านหนังสือก่อนนอนเพราะมันช่วยให้หลับง่ายขึ้น,2270,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.968,589,การวางแผนการเงินจะช่วยให้เรามีอนาคตที่มั่นคงและปลอดภัย,1982,เราควรวางแผนการเงินให้ดีเพื่ออนาคตที่มั่นคง
0.968,35,ถ้าคุณต้องการความช่วยเหลือเพิ่มเติม กรุณาติดต่อฉันได้ทุกเมื่อ,1398,ถ้าคุณมีคำถามเพิ่มเติม กรุณาติดต่อฉันได้ทุกเมื่อ
0.968,971,ถ้าเราแบ่งงานกันทำ เราจะเสร็จเร็วขึ้นและมีเวลาพักผ่อนมากขึ้น,1141,ถ้าเราแบ่งงานกันทำ เราจะเสร็จเร็วขึ้น
0.967,74,ถ้าเราช่วยเหลือผู้อื่น โลกนี้ก็จะน่าอยู่ขึ้นสำหรับทุกคน,1281,เมื่อเราช่วยเหลือผู้อื่น เราก็จะรู้สึกดีและโลกจะน่าอยู่ขึ้น
0.967,2274,การฟังเพลงโปรดช่วยให้ฉันผ่อนคลายหลังจากวันที่ยาวนาน,2478,การฟังเพลงช่วยให้ฉันผ่อนคลายหลังจากวันที่เหน็ดเหนื่อย
0.967,610,ฉันอยากเรียนรู้การเล่นดนตรี เพราะมันเป็นวิธีที่ดีในการแสดงออก,925,ฉันตั้งใจจะเรียนรู้การเล่นดนตรี เพราะมันเป็นวิธีที่ดีในการแสดงออกและผ่อนคลาย
0.967,692,ถ้าเราช่วยกันทำงานนี้ เราจะเสร็จเร็วขึ้น,2436,ถ้าเราทำงานร่วมกัน เราจะสำเร็จได้เร็วขึ้น
0.967,1975,ถ้าเราช่วยกันทำงานนี้ เราจะเสร็จเร็วขึ้น,2436,ถ้าเราทำงานร่วมกัน เราจะสำเร็จได้เร็วขึ้น
0.967,300,เมื่อเรามองโลกในแง่ดี ชีวิตก็จะสดใสและมีความสุขมากขึ้น,1678,ถ้าเรามองโลกในแง่ดี ชีวิตก็จะเต็มไปด้วยความสุขและความหวัง
0.967,1172,ฉันกำลังฝึกเล่นโยคะเพื่อสุขภาพกายและใจที่ดีขึ้น,2292,ฉันกำลังฝึกฝนการเล่นโยคะเพื่อสุขภาพที่ดีและจิตใจที่สงบ
0.967,997,ถ้าเราวางแผนการเงินอย่างดี เราจะมีความมั่นคงในอนาคต,1982,เราควรวางแผนการเงินให้ดีเพื่ออนาคตที่มั่นคง
0.967,297,การวางแผนการเงินที่ดีจะช่วยให้เรามีความมั่นคงในอนาคต,1982,เราควรวางแผนการเงินให้ดีเพื่ออนาคตที่มั่นคง
0.967,1031,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้การเดินทางไม่เหงา,2037,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้การเดินทางสนุกขึ้น
0.967,279,การอ่านหนังสือก่อนนอนช่วยให้หลับสบายและฝันดี,1941,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น
0.967,463,คุณมีแผนอะไรสำหรับวันหยุดยาวที่กำลังจะมาถึง?,2091,คุณมีแผนสำหรับวันหยุดยาวนี้หรือยัง
0.966,1521,ถ้ามีปัญหาอะไรคุณสามารถโทรหาฉันได้ตลอดเวลา,1820,ถ้าคุณต้องการความช่วยเหลือ คุณสามารถโทรหาฉันได้ตลอดเวลา
0.966,1486,ฉันชอบอ่านหนังสือก่อนนอนเพราะมันช่วยให้หลับง่ายขึ้น,2016,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันทำให้ฉันผ่อนคลาย
0.966,292,ฉันตั้งใจว่าจะเรียนภาษาใหม่เพื่อเปิดโอกาสในการทำงานมากขึ้น,1445,ฉันสนใจที่จะเรียนรู้ภาษาใหม่ เพื่อเปิดโอกาสในงานอาชีพ
0.966,617,ฉันชอบนั่งอ่านหนังสือในคาเฟ่ มันเป็นบรรยากาศที่ผ่อนคลาย,980,ฉันชอบนั่งอ่านหนังสือที่ร้านกาแฟ เพราะบรรยากาศที่เงียบสงบ
0.966,522,คุณมีวิธีการจัดการกับความเครียดอย่างไรบ้าง?,1952,คุณมีคำแนะนำในการจัดการกับความเครียดไหม?
0.966,1389,หลังจากที่เราเสร็จงานนี้แล้ว เราควรฉลองด้วยกันสักหน่อยดีไหม,2106,หลังจากที่เราเสร็จงานนี้แล้ว เรามาฉลองกันเถอะ
0.966,1000,ถ้าเรามีความมุ่งมั่นและความพยายาม เราจะสามารถทำได้ทุกอย่าง,2103,ถ้าเรามีความตั้งใจ เราจะสามารถทำได้ทุกอย่าง
0.966,29,ฉันชอบดื่มกาแฟทุกเช้า เพราะมันช่วยให้ฉันตื่นตัวและพร้อมเริ่มงาน,588,ฉันชอบดื่มกาแฟตอนเช้า มันช่วยให้ฉันตื่นตัวและพร้อมสำหรับวันใหม่
0.966,538,ฉันชอบอ่านหนังสือก่อนนอน เพราะทำให้ผ่อนคลายและหลับสบายขึ้น,1941,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น
0.966,56,เธอเคยลองเล่นโยคะหรือไม่ มันช่วยให้ร่างกายและจิตใจแข็งแรงขึ้น,2052,เธอเคยลองเล่นโยคะไหม มันช่วยให้ร่างกายและจิตใจผ่อนคลาย
0.966,34,การอ่านหนังสือก่อนนอนจะช่วยให้เราผ่อนคลายและนอนหลับสบายขึ้น,1941,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น
0.966,316,การดูแลต้นไม้และดอกไม้ช่วยให้ฉันรู้สึกผ่อนคลายและมีความสุข,1104,การดูแลต้นไม้และดอกไม้เป็นงานอดิเรกที่ทำให้ฉันผ่อนคลาย
