cosine similarity,line1,sentence1,line2,sentence2
0.966,37,การอ่านหนังสือก่อนนอนจะช่วยให้เราผ่อนคลายและนอนหลับสบายขึ้น,2215,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น
0.966,353,การดูแลต้นไม้และดอกไม้ช่วยให้ฉันรู้สึกผ่อนคลายและมีความสุข,1272,การดูแลต้นไม้และดอกไม้เป็นงานอดิเรกที่ทำให้ฉันผ่อนคลาย
0.966,1505,ฉันเชื่อว่าความเมตตาและความเอื้อเฟื้อเผื่อแผ่สามารถเปลี่ยนแปลงโลกได้,2794,ฉันเชื่อว่าความเมตตาสามารถเปลี่ยนแปลงโลกได้
0.966,784,การเรียนรู้สิ่งใหม่ๆ ทำให้ชีวิตของฉันสนุกและมีความหมาย,1214,การเรียนรู้สิ่งใหม่ๆ ทำให้ชีวิตมีความหมายและน่าตื่นเต้น
0.965,846,ฉันชอบเรียนรู้ภาษาใหม่ๆ เพื่อเปิดโลกทัศน์ของฉัน,1411,ฉันต้องการเรียนรู้ภาษาใหม่ๆ เพื่อที่จะเปิดโลกทัศน์ของฉัน
0.965,775,ฉันต้องการเรียนรู้การถ่ายภาพเพื่อเก็บความทรงจำที่ดี,1251,ฉันกำลังเรียนรู้วิธีการถ่ายภาพ เพื่อที่จะเก็บความทรงจำที่สวยงาม
0.965,1026,ฉันเพิ่งเริ่มฝึกโยคะ และพบว่ามันช่วยให้ฉันมีสุขภาพที่ดีทั้งกายและใจ,2765,ฉันเพิ่งเริ่มเรียนโยคะและรู้สึกว่ามันดีต่อร่างกายและจิตใจ
0.965,976,ฉันชอบอ่านหนังสือทุกคืนก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายมากขึ้น,2297,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันทำให้ฉันผ่อนคลาย
0.965,1304,ถ้าอากาศดี เราไปปิกนิกที่ชายหาดกันเถอะ,1603,ถ้าวันนี้อากาศดี เราจะไปปิกนิกที่ชายหาดกันไหม
0.965,1534,มีคนมาร้านเยอะมากในช่วงจัดโปรโมชั่นพิเศษ,1588,วันนี้มีคนมาร้านเยอะมากเพราะมีโปรโมชั่นพิเศษ
0.965,20,เมื่อไหร่ที่คุณมีปัญหา สามารถปรึกษาฉันได้เสมอ ฉันยินดีที่จะช่วยเหลือ,2534,ถ้าคุณมีปัญหาอะไรสามารถบอกฉันได้ฉันยินดีช่วยเหลือเสมอ
0.965,645,แม้ว่าวันนี้จะเหนื่อย แต่ฉันก็รู้สึกดีที่ได้ช่วยเหลือผู้อื่น,2090,ถึงแม้ว่าจะเหนื่อย แต่ฉันก็มีความสุขที่ได้ช่วยเหลือผู้อื่น
0.965,37,การอ่านหนังสือก่อนนอนจะช่วยให้เราผ่อนคลายและนอนหลับสบายขึ้น,2579,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.965,809,การอ่านข่าวทุกเช้าช่วยให้ฉันรู้เท่าทันสถานการณ์ปัจจุบัน,1263,การอ่านข่าวทุกเช้าทำให้ฉันทันเหตุการณ์และรู้เรื่องราวรอบโลก
0.964,2582,คุณมีคำแนะนำอย่างไรบ้างในการพัฒนาทักษะการสื่อสาร,2757,คุณมีคำแนะนำสำหรับการปรับปรุงทักษะการสื่อสารหรือไม่
0.964,350,การฟังความคิดเห็นของผู้อื่นทำให้เราเข้าใจและเรียนรู้มากขึ้น,1651,เมื่อเราเปิดใจรับฟังความคิดเห็นของผู้อื่น เราจะเรียนรู้มากขึ้น
0.964,1001,ฉันชอบเดินทางท่องเที่ยวต่างประเทศ เพื่อเรียนรู้วัฒนธรรมใหม่ๆ และพบปะผู้คนที่หลากหลาย,1242,ฉันชอบท่องเที่ยวเพื่อพบประสบการณ์ใหม่ๆ และพบปะผู้คนต่างวัฒนธรรม
0.964,1077,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายขึ้น,1223,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น
0.964,652,การฟังเพลงช่วยให้ฉันผ่อนคลายและสร้างสมาธิในการทำงาน,885,ฉันชอบฟังเพลงเวลาทำงานเพราะช่วยให้มีสมาธิ
0.964,1328,แม้ว่าเราจะเคยผิดพลาด แต่เราก็เรียนรู้จากมันได้,1770,แม้ว่าเราจะล้มเหลวแต่เราก็ได้เรียนรู้จากความผิดพลาด
0.964,1458,ฉันหวังว่าจะได้พบคุณอีกครั้งในอนาคตอันใกล้นี้,1816,ผมหวังว่าจะได้พบคุณอีกครั้งในโอกาสหน้า
0.964,48,ถ้าเรารักษาสิ่งแวดล้อม โลกของเราก็จะน่าอยู่มากขึ้นสำหรับคนรุ่นต่อไป,117,ถ้าเราดูแลสิ่งแวดล้อม โลกของเราก็จะสวยงามและยั่งยืนสำหรับคนรุ่นหลัง
0.964,1165,ฉันเชื่อว่าการให้เวลาแก่ครอบครัวเป็นสิ่งที่มีค่าที่สุด,2598,การใช้เวลาอยู่กับครอบครัวเป็นสิ่งที่มีค่าที่สุดสำหรับฉัน
0.964,1369,ฉันชอบฟังเสียงคลื่นทะเลเวลาที่ไปเที่ยวชายหาด,1431,ฉันชอบไปเดินเล่นริมชายหาดเพื่อฟังเสียงคลื่นและสัมผัสลมทะเล
0.964,325,เมื่อฟังเสียงคลื่นที่ซัดเข้าหาฝั่ง ฉันรู้สึกสงบและผ่อนคลาย,2780,เมื่อฉันฟังเสียงคลื่นทะเล ฉันรู้สึกสงบและผ่อนคลาย
0.964,2042,แม่มักจะสอนให้เรารู้จักออมเงิน และวางแผนการใช้จ่ายอย่างรอบคอบ,2069,แม่มักจะสอนให้เรารู้จักประหยัด และใช้ของอย่างคุ้มค่า
0.964,833,ถ้าเรามีความคิดสร้างสรรค์ เราจะสามารถแก้ไขปัญหาได้ง่ายขึ้น,2404,ถ้าเรามีความคิดสร้างสรรค์ เราจะหาวิธีแก้ปัญหาได้
0.964,48,ถ้าเรารักษาสิ่งแวดล้อม โลกของเราก็จะน่าอยู่มากขึ้นสำหรับคนรุ่นต่อไป,650,ถ้าเราช่วยกันรักษาสิ่งแวดล้อม โลกของเราก็จะน่าอยู่ขึ้น
0.964,48,ถ้าเรารักษาสิ่งแวดล้อม โลกของเราก็จะน่าอยู่มากขึ้นสำหรับคนรุ่นต่อไป,1175,ถ้าเราช่วยกันรักษาสิ่งแวดล้อม โลกของเราก็จะน่าอยู่ขึ้น
0.964,350,การฟังความคิดเห็นของผู้อื่นทำให้เราเข้าใจและเรียนรู้มากขึ้น,672,ถ้าเรารับฟังความคิดเห็นของผู้อื่น เราก็จะเข้าใจพวกเขามากขึ้น
0.964,1514,เพื่อนของฉันชอบหนุนหลังด้วยหมอนนุ่มๆ เวลานั่งทำงานที่โต๊ะเป็นเวลานาน,1586,เพื่อนชอบใช้หมอนหนุนหลังเวลานั่งทำงาน
0.964,308,การอ่านหนังสือก่อนนอนช่วยให้หลับสบายและฝันดี,2579,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.964,1214,การเรียนรู้สิ่งใหม่ๆ ทำให้ชีวิตมีความหมายและน่าตื่นเต้น,1646,การเรียนรู้เรื่องใหม่ ๆ ทำให้ชีวิตมีความหมายมากขึ้น
0.964,885,ฉันชอบฟังเพลงเวลาทำงานเพราะช่วยให้มีสมาธิ,1002,การฟังเพลงโปรดระหว่างการทำงาน ช่วยให้ฉันมีสมาธิและทำงานได้อย่างมีประสิทธิภาพ
0.963,1099,ฉันกำลังมองหาหนังสือเล่มใหม่ที่จะอ่าน คุณมีคำแนะนำไหม,2543,ฉันกำลังหาหนังสือเล่มใหม่ที่จะอ่านมีเรื่องไหนที่คุณแนะนำบ้าง
0.963,659,ถ้าเราเตรียมตัวให้พร้อม เราก็จะรับมือกับสถานการณ์ต่างๆ ได้ดีขึ้น,1141,ถ้าเราเตรียมตัวดี เราจะสามารถจัดการกับสถานการณ์ต่างๆ ได้อย่างมั่นใจ
0.963,629,ฉันชอบฟังเพลงเวลาขับรถ เพราะทำให้การเดินทางสนุกสนานขึ้น,1195,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้การเดินทางไม่เหงา
0.963,1209,เราควรออกกำลังกายและรับประทานอาหารที่มีประโยชน์เพื่อสุขภาพที่ดี,1419,เราควรดูแลสุขภาพของตนเองโดยการออกกำลังกายและกินอาหารที่มีประโยชน์
0.963,312,การฟังเพลงช่วยให้ฉันได้ปลดปล่อยความเครียดและรู้สึกผ่อนคลาย,2246,การฟังเพลงช่วยให้ฉันผ่อนคลายและมีความสุข
0.963,5,ฉันกำลังเรียนทำอาหารไทย เพราะอยากทำอาหารอร่อยๆ ให้ครอบครัวทาน,1121,ฉันกำลังวางแผนจะเรียนทำอาหารไทยแท้ๆ เพื่อทำให้ครอบครัวทาน
0.963,46,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญ ที่จะทำให้เราเติบโตและพัฒนา,1639,ถ้าเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตขึ้น
0.963,785,คุณวางแผนจะทำอะไรในวันหยุดยาวที่จะถึงนี้?,2381,คุณมีแผนสำหรับวันหยุดยาวนี้หรือยัง
0.963,1121,ฉันกำลังวางแผนจะเรียนทำอาหารไทยแท้ๆ เพื่อทำให้ครอบครัวทาน,1851,ฉันอยากเรียนทำอาหารไทยเพื่อที่จะทำให้ครอบครัวทานที่บ้าน
0.963,652,การฟังเพลงช่วยให้ฉันผ่อนคลายและสร้างสมาธิในการทำงาน,1820,ฉันชอบฟังเพลงขณะทำงานเพราะมันช่วยให้ฉันมีสมาธิมากขึ้น
0.963,2042,แม่มักจะสอนให้เรารู้จักออมเงิน และวางแผนการใช้จ่ายอย่างรอบคอบ,2080,แม่ของฉันสอนให้ฉันประหยัดเงิน และใช้จ่ายอย่างรอบคอบ
0.963,1014,ถ้าเราใส่ใจสุขภาพจิตของตนเอง เราก็จะมีความสุขและความสมดุลในชีวิตมากขึ้น,1644,ถ้าเราดูแลสุขภาพจิตของเรา เราจะมีความสุขมากขึ้น
0.962,1601,ถึงแม้ว่ามันจะยาก แต่ถ้าเราพยายาม เราก็จะประสบความสำเร็จได้,2304,แม้ว่างานจะยาก แต่ถ้าเราพยายาม เราจะสำเร็จได้
0.962,634,การรับประทานอาหารที่มีประโยชน์ต่อสุขภาพ จะช่วยให้ร่างกายแข็งแรง,1877,การกินอาหารที่มีประโยชน์เป็นสิ่งสำคัญสำหรับสุขภาพที่ดี
0.962,1137,ฉันต้องการเรียนรู้ภาษาใหม่ เพื่อเปิดโอกาสใหม่ๆ ในชีวิต,1411,ฉันต้องการเรียนรู้ภาษาใหม่ๆ เพื่อที่จะเปิดโลกทัศน์ของฉัน
0.962,1077,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายขึ้น,2579,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.962,2069,แม่มักจะสอนให้เรารู้จักประหยัด และใช้ของอย่างคุ้มค่า,2080,แม่ของฉันสอนให้ฉันประหยัดเงิน และใช้จ่ายอย่างรอบคอบ
0.962,309,ฉันชอบนั่งมองพระอาทิตย์ตกดินที่ขอบฟ้าริมทะเล,1321,ฉันชอบดูพระอาทิตย์ตกดินที่ริมทะเลมากที่สุด
0.962,1939,คุณมีคำแนะนำอย่างไรในการพัฒนาทักษะการสื่อสารของฉัน,2757,คุณมีคำแนะนำสำหรับการปรับปรุงทักษะการสื่อสารหรือไม่
0.962,1229,การเดินทางด้วยรถไฟทำให้ฉันได้เห็นวิวทิวทัศน์ที่สวยงาม,1637,ฉันชอบเดินทางด้วยรถไฟ เพราะได้ชมวิวทิวทัศน์สวยงาม
0.962,379,การฟังเพลงโปรดทำให้ฉันรู้สึกมีแรงบันดาลใจและมีกำลังใจ,714,การฟังเพลงทำให้ฉันรู้สึกมีความสุขและสร้างแรงบันดาลใจ
0.962,1790,ฉันอยากจะขอบคุณคุณสำหรับความช่วยเหลือทั้งหมด,2573,ฉันอยากขอบคุณคุณสำหรับความช่วยเหลือและความกรุณาของคุณ
0.962,1610,การเรียนรู้ภาษาใหม่ต้องใช้เวลาและความพยายามอย่างมาก,1847,การเรียนภาษาใหม่ต้องใช้ความพยายามและการฝึกฝนอย่างสม่ำเสมอ
0.962,556,ผมกำลังมองหางานอดิเรกใหม่ ๆ ที่จะทำในเวลาว่าง,1911,ฉันกำลังหางานอดิเรกใหม่ๆ เพื่อทำในเวลาว่าง คุณมีข้อเสนอไหม
0.962,59,คุณมีวิธีจัดการกับความเครียดอย่างไรบ้าง แชร์ให้ฉันฟังหน่อยได้ไหม,600,คุณมีวิธีการจัดการกับความเครียดอย่างไรบ้าง?
0.962,121,ถ้าเรามองโลกในแง่บวก ชีวิตก็จะเต็มไปด้วยความสุขและความหวัง,1036,ถ้าเรามองโลกในแง่ดี ชีวิตของเราก็จะเต็มไปด้วยพลังและความหวัง
0.962,616,ฉันชอบอ่านหนังสือก่อนนอน เพราะทำให้ผ่อนคลายและหลับสบายขึ้น,2579,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.962,340,การเรียนรู้สิ่งใหม่ๆ ทำให้ชีวิตมีสีสันและน่าสนใจขึ้น,1214,การเรียนรู้สิ่งใหม่ๆ ทำให้ชีวิตมีความหมายและน่าตื่นเต้น
0.962,616,ฉันชอบอ่านหนังสือก่อนนอน เพราะทำให้ผ่อนคลายและหลับสบายขึ้น,1223,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น
0.962,1096,เมื่อฉันมีเวลาว่าง ฉันมักจะวาดภาพหรือเขียนเรื่องราวสั้นๆ,2751,เมื่อฉันมีเวลาว่าง ฉันมักจะวาดภาพหรือเขียนบทความ
0.962,1508,ถ้าเรามีความฝัน เราก็ควรลงมือทำเพื่อให้มันเป็นจริง,2565,ถ้าเรามีความฝันเราก็ควรพยายามทำให้เป็นจริงด้วยความมุ่งมั่น
0.962,1127,ฉันรู้สึกขอบคุณสำหรับการสนับสนุนและความช่วยเหลือจากคุณเสมอมา,2250,ฉันรู้สึกขอบคุณสำหรับการสนับสนุนที่คุณให้มาตลอด
0.962,312,การฟังเพลงช่วยให้ฉันได้ปลดปล่อยความเครียดและรู้สึกผ่อนคลาย,1239,การฟังเพลงช่วยให้ฉันผ่อนคลายและลดความเครียดหลังจากทำงานหนัก
0.962,32,ฉันชอบดื่มกาแฟทุกเช้า เพราะมันช่วยให้ฉันตื่นตัวและพร้อมเริ่มงาน,2704,ฉันชอบดื่มกาแฟในตอนเช้าเพราะมันทำให้ฉันตื่นตัว
0.961,2235,คุณต้องการความช่วยเหลือในการเตรียมงานปาร์ตี้หรือไม่?,2401,เธอต้องการความช่วยเหลือในการจัดเตรียมงานปาร์ตี้ไหม
0.961,652,การฟังเพลงช่วยให้ฉันผ่อนคลายและสร้างสมาธิในการทำงาน,1002,การฟังเพลงโปรดระหว่างการทำงาน ช่วยให้ฉันมีสมาธิและทำงานได้อย่างมีประสิทธิภาพ
0.961,1037,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญที่ช่วยให้เราเติบโตและพัฒนา,1639,ถ้าเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตขึ้น
0.961,318,ฉันตื่นเต้นที่จะได้เริ่มงานใหม่และพบกับความท้าทายใหม่ๆ,2549,ฉันรู้สึกตื่นเต้นที่จะได้เริ่มงานใหม่และพบกับเพื่อนร่วมงานใหม่ๆ
0.961,1898,คุณต้องการดื่มชา กาแฟ หรือเครื่องดื่มอื่นๆ ไหม,2360,เธออยากดื่มชา กาแฟ หรือเครื่องดื่มอย่างอื่นไหม
0.961,645,แม้ว่าวันนี้จะเหนื่อย แต่ฉันก็รู้สึกดีที่ได้ช่วยเหลือผู้อื่น,1734,แม้ว่าวันนี้จะยุ่งแต่ฉันก็มีความสุขที่ได้ช่วยเหลือคนอื่น
0.961,663,ฉันชอบเดินเล่นริมชายหาด ฟังเสียงคลื่นและสูดอากาศบริสุทธิ์,2400,ฉันชอบเดินเล่นริมชายหาด และฟังเสียงคลื่นทะเล
0.961,1167,แม้ว่างานจะยาก แต่ฉันก็จะทำให้ดีที่สุดเท่าที่จะทำได้,2110,ถึงแม้ว่าจะยาก แต่ฉันจะพยายามทำให้ดีที่สุด
0.961,321,ถ้าเราทำงานร่วมกัน เราจะสามารถประสบความสำเร็จได้ง่ายขึ้น,2736,ถ้าเราทำงานร่วมกัน เราจะสำเร็จได้เร็วขึ้น
0.961,46,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญ ที่จะทำให้เราเติบโตและพัฒนา,2758,เราควรเรียนรู้จากความผิดพลาดเพื่อพัฒนาตนเอง
0.961,2200,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ผ่อนคลาย,2320,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้การเดินทางสนุกขึ้น
0.961,1037,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญที่ช่วยให้เราเติบโตและพัฒนา,2758,เราควรเรียนรู้จากความผิดพลาดเพื่อพัฒนาตนเอง
0.961,75,เธอควรลองทานอาหารเมนูนี้ มันมีรสชาติแปลกใหม่และอร่อยมาก,173,เธอควรลองอาหารจานใหม่นี้ดูสิเพราะรสชาติมันแปลกแต่ดี
0.961,73,ฉันกำลังฝึกเล่นกีตาร์ เพื่อที่จะได้เล่นเพลงโปรดของฉันเอง,1111,ฉันกำลังเรียนรู้ที่จะเล่นกีตาร์ และอยากจะเล่นเพลงโปรดของฉันได้เร็วๆ นี้
0.961,94,ฉันชอบทดลองทำเมนูใหม่ๆ ในครัว เพื่อค้นหาสูตรที่อร่อยและถูกใจ,651,ฉันชอบทำอาหารใหม่ๆ เพื่อทดลองรสชาติและทักษะการปรุงอาหารของฉัน
0.961,1513,หมอแนะนำให้พักผ่อนให้เพียงพอและไม่ควรโหมงานหนักจนเกินไป เพราะร่างกายต้องการการฟื้นฟู,1553,หมอแนะนำว่าไม่ควรโหมงานหนักเกินไป ควรพักผ่อนให้เพียงพอ
0.96,324,ฉันตั้งใจว่าจะเรียนภาษาใหม่เพื่อเปิดโอกาสในการทำงานมากขึ้น,1517,ฉันจึงตัดสินใจเริ่มเรียนภาษาใหม่ เพราะอยากพัฒนาตัวเองและเปิดโอกาสในการทำงาน
0.96,2400,ฉันชอบเดินเล่นริมชายหาด และฟังเสียงคลื่นทะเล,2567,ฉันชอบฟังเสียงคลื่นทะเลเวลานั่งพักผ่อนบนชายหาด
0.96,455,ฟลายบอร์ดกลางทะเลดูน่าตื่นเต้นมาก แต่น่าจะต้องฝึกบาลานซ์เยอะ,495,ฟลายบอร์ดที่ทะเลดูน่าสนใจ แต่ต้องฝึกทรงตัวเยอะเหมือนกัน
0.96,1402,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้รู้สึกผ่อนคลาย,2320,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้การเดินทางสนุกขึ้น
0.96,1602,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้รู้สึกผ่อนคลาย,2320,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้การเดินทางสนุกขึ้น
0.96,1240,ถ้าเราทำงานร่วมกัน เราก็จะสามารถบรรลุเป้าหมายได้เร็วขึ้น,1444,ถ้าเราทำงานเป็นทีม เราจะสามารถบรรลุเป้าหมายได้เร็วขึ้น
0.96,1061,การร่วมมือกันในทีมทำให้เราสามารถบรรลุเป้าหมายที่ใหญ่ขึ้นได้เร็วกว่า,1444,ถ้าเราทำงานเป็นทีม เราจะสามารถบรรลุเป้าหมายได้เร็วขึ้น
0.96,83,ฉันอยากเรียนรู้การถ่ายภาพ เพื่อบันทึกความทรงจำและช่วงเวลาสำคัญต่างๆ,1661,ฉันอยากเรียนรู้วิธีถ่ายภาพ เพื่อเก็บความทรงจำที่สวยงาม
0.96,542,ถ้าคุณต้องการความช่วยเหลือ ผมยินดีที่จะช่วยเสมอ,2569,ถ้าคุณต้องการความช่วยเหลือฉันพร้อมที่จะอยู่ข้างๆเสมอ
0.96,1834,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่ คุณมีคำแนะนำไหม,2537,ฉันต้องการซื้อของขวัญพิเศษให้แม่ในวันแม่ปีนี้คุณมีคำแนะนำไหม
0.96,1146,ถ้าเราร่วมมือกัน เราจะสามารถบรรลุเป้าหมายได้เร็วขึ้น,2289,การทำงานร่วมกันทำให้เราบรรลุเป้าหมายได้เร็วขึ้น
0.96,1137,ฉันต้องการเรียนรู้ภาษาใหม่ เพื่อเปิดโอกาสใหม่ๆ ในชีวิต,2220,ฉันคิดว่าการเรียนรู้ภาษาใหม่เป็นการเปิดโอกาสให้กับชีวิต
0.96,1211,เขาตัดสินใจลาออกจากงานเพื่อเริ่มธุรกิจของตัวเองตามความฝัน,1740,เขาตัดสินใจลาออกจากงานเพื่อไปตามหาความฝันของตนเอง
0.96,1595,แม้ว่าวันนี้ฝนจะตกหนัก แต่ฉันก็ยังต้องไปทำงานตามปกติ,1954,แม้ว่าฝนจะตกหนัก แต่พวกเราก็ยังต้องออกไปทำงานตามปกติ
0.96,1935,เราควรสนับสนุนสินค้าท้องถิ่นเพื่อช่วยเศรษฐกิจของชุมชน,2763,พวกเราควรสนับสนุนสินค้าท้องถิ่นเพื่อเศรษฐกิจที่ยั่งยืน
0.96,1282,แม้ว่าวันนี้ฝนจะตก แต่ฉันก็ยังต้องออกไปซื้อของที่ตลาด,2701,เมื่อวานนี้ฝนตกหนักมากแต่ฉันยังต้องออกไปซื้อของที่ตลาด
0.96,1421,ฉันพบว่าการเดินทางไปยังสถานที่ใหม่ๆ ช่วยเปิดมุมมองในชีวิต,1696,การเดินทางไปสถานที่ใหม่ ๆ ทำให้เราเปิดมุมมองใหม่ในชีวิต
0.96,1704,แม้ว่าจะเหนื่อยแต่เขายังคงทำงานอย่างขยันขันแข็ง,1866,แม้ว่าเขาจะเหนื่อย แต่ก็ยังคงทำงานจนกว่าจะเสร็จเรียบร้อย
0.96,2289,การทำงานร่วมกันทำให้เราบรรลุเป้าหมายได้เร็วขึ้น,2736,ถ้าเราทำงานร่วมกัน เราจะสำเร็จได้เร็วขึ้น
0.96,18,ถึงแม้ว่าเราจะพบกับอุปสรรคมากมาย แต่ก็ไม่ควรยอมแพ้และควรสู้ต่อไป,2382,แม้ว่าจะมีอุปสรรคมากมาย แต่เราจะไม่ยอมแพ้
0.96,2280,ฉันเชื่อว่าความพยายามของเราจะนำมาซึ่งความสำเร็จในที่สุด,2584,ฉันเชื่อว่าความพยายามและความตั้งใจจะนำพาเราไปสู่ความสำเร็จ
0.96,1411,ฉันต้องการเรียนรู้ภาษาใหม่ๆ เพื่อที่จะเปิดโลกทัศน์ของฉัน,2741,ฉันชอบเรียนรู้ภาษาใหม่เพื่อเปิดโลกทัศน์ของตัวเอง
0.959,629,ฉันชอบฟังเพลงเวลาขับรถ เพราะทำให้การเดินทางสนุกสนานขึ้น,2200,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ผ่อนคลาย
0.959,837,เราควรสนับสนุนสินค้าท้องถิ่นเพื่อเศรษฐกิจในชุมชน,2763,พวกเราควรสนับสนุนสินค้าท้องถิ่นเพื่อเศรษฐกิจที่ยั่งยืน
0.959,1810,ผมคิดว่าเราควรพักผ่อนบ้างหลังจากทำงานหนักมาทั้งวัน,2233,ฉันคิดว่าการพักผ่อนเป็นสิ่งสำคัญหลังจากทำงานหนักมาทั้งวัน
0.959,67,ฉันตื่นเต้นที่จะได้เริ่มงานใหม่ และพบปะเพื่อนร่วมงานคนใหม่ๆ,318,ฉันตื่นเต้นที่จะได้เริ่มงานใหม่และพบกับความท้าทายใหม่ๆ
0.959,697,ฉันกำลังวางแผนที่จะเรียนภาษาใหม่ เพื่อเปิดโอกาสใหม่ในชีวิต,1137,ฉันต้องการเรียนรู้ภาษาใหม่ เพื่อเปิดโอกาสใหม่ๆ ในชีวิต
0.959,1158,ถ้าเราวางแผนการเงินอย่างดี เราจะมีความมั่นคงในอนาคต,1638,การวางแผนทางการเงินที่ดีจะช่วยให้เรามีความมั่นคง
0.959,976,ฉันชอบอ่านหนังสือทุกคืนก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายมากขึ้น,1709,ฉันชอบอ่านหนังสือก่อนนอนเพราะมันช่วยให้หลับง่ายขึ้น
0.959,1595,แม้ว่าวันนี้ฝนจะตกหนัก แต่ฉันก็ยังต้องไปทำงานตามปกติ,2073,แม้ว่าฝนจะตกหนัก แต่พวกเราก็ต้องไปทำงานตามปกติ
0.959,1146,ถ้าเราร่วมมือกัน เราจะสามารถบรรลุเป้าหมายได้เร็วขึ้น,2736,ถ้าเราทำงานร่วมกัน เราจะสำเร็จได้เร็วขึ้น
0.959,326,เราควรรับประทานอาหารที่มีประโยชน์เพื่อสุขภาพที่ดี,1379,เราควรจะรักษาสุขภาพด้วยการกินอาหารที่มีประโยชน์
0.959,85,การฟังความคิดเห็นของผู้อื่น ช่วยให้เราเติบโตและปรับปรุงตัวเองได้,730,การเปิดใจรับฟังความคิดเห็นของผู้อื่น จะทำให้เราเติบโตและพัฒนา
0.959,301,ฉันซื้อดอกไม้สีสดใสมาแต่งบ้านให้ดูมีชีวิตชีวาขึ้น,782,ฉันซื้อดอกไม้มาแต่งบ้านเพื่อให้บรรยากาศสดชื่นขึ้น
0.959,86,ฉันชอบเดินทางด้วยรถไฟ เพราะได้เห็นวิวทิวทัศน์สวยงามระหว่างทาง,1229,การเดินทางด้วยรถไฟทำให้ฉันได้เห็นวิวทิวทัศน์ที่สวยงาม
0.959,813,ถ้าเหนื่อยก็พักผ่อนก่อนแล้วค่อยเริ่มทำงานต่อ,2190,ถ้าคุณรู้สึกเหนื่อย เราสามารถพักผ่อนก่อนแล้วค่อยเริ่มงานก็ได้
0.959,642,ถ้าเรามีความมุ่งมั่นและอดทน เราก็จะสามารถบรรลุเป้าหมายได้,1812,ถ้าเรามีความตั้งใจเราก็จะสามารถบรรลุเป้าหมายได้
0.959,1321,ฉันชอบดูพระอาทิตย์ตกดินที่ริมทะเลมากที่สุด,1538,ฉันชอบดูพระอาทิตย์ตกที่ชายหาดมากกว่าที่อื่นๆ
0.959,28,การเรียนรู้สิ่งใหม่ๆ จะช่วยให้ชีวิตมีสีสันและน่าสนใจมากขึ้น,1214,การเรียนรู้สิ่งใหม่ๆ ทำให้ชีวิตมีความหมายและน่าตื่นเต้น
0.958,2029,แม่ค้าที่ขายผักในตลาดมักจะคัดผักสดใหม่ และจัดเรียงอย่างสวยงาม,2056,แม่ค้าที่ขายผักในตลาดคัดผักสดใหม่ทุกวัน และขายในราคาที่เหมาะสม
0.958,1011,การเรียนรู้สิ่งใหม่ๆ ทำให้ชีวิตมีความหมายและน่าสนใจมากขึ้นทุกวัน,1214,การเรียนรู้สิ่งใหม่ๆ ทำให้ชีวิตมีความหมายและน่าตื่นเต้น
0.958,47,ฉันชอบเดินเล่นริมชายหาด ฟังเสียงคลื่นและสัมผัสสายลมเย็นๆ,2400,ฉันชอบเดินเล่นริมชายหาด และฟังเสียงคลื่นทะเล
0.958,56,ถ้าเรามีความตั้งใจจริง ไม่ว่าอะไรก็สามารถทำได้สำเร็จ,2394,ถ้าเรามีความตั้งใจ เราจะสามารถทำได้ทุกอย่าง
0.958,652,การฟังเพลงช่วยให้ฉันผ่อนคลายและสร้างสมาธิในการทำงาน,1239,การฟังเพลงช่วยให้ฉันผ่อนคลายและลดความเครียดหลังจากทำงานหนัก
