cosine similarity,line1,sentence1,line2,sentence2
0.954,486,เราควรรับฟังความคิดเห็นของผู้อื่นเพื่อการพัฒนาที่ดีขึ้น,2017,เราควรเปิดใจรับฟังความคิดเห็นที่แตกต่างเพื่อการพัฒนา
0.954,1066,เมื่อเราออกกำลังกายเป็นประจำ สุขภาพก็จะดีขึ้น,1136,เราควรออกกำลังกายเป็นประจำเพื่อสุขภาพที่ดี
0.953,159,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและแข็งแกร่งขึ้น,534,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญที่ช่วยให้เราเติบโตและพัฒนา
0.953,1739,ฉันรู้สึกขอบคุณสำหรับความช่วยเหลือและกำลังใจของคุณ,1784,ฉันอยากขอบคุณคุณสำหรับความช่วยเหลือและความกรุณาของคุณ
0.953,305,การอ่านหนังสือทำให้เราเปิดใจกว้างและเข้าใจโลกมากขึ้น,611,ฉันเชื่อว่าการอ่านหนังสือจะเปิดโลกทัศน์และเพิ่มความรู้ให้เรา
0.953,277,ฉันชอบอ่านหนังสือก่อนนอน เพราะทำให้ผ่อนคลายและหลับสบายขึ้น,1036,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับได้ง่ายขึ้น
0.953,42,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญ ที่จะทำให้เราเติบโตและพัฒนา,638,เราสามารถเรียนรู้จากความผิดพลาดเพื่อพัฒนาตัวเองต่อไป
0.953,299,ถ้าเรามีความมุ่งมั่นและอดทน เราก็จะสามารถบรรลุเป้าหมายได้,508,ถ้าเรามีความพยายามและไม่ยอมแพ้ เราก็จะสามารถบรรลุเป้าหมายที่ตั้งไว้ได้
0.953,1374,คุณครูศิลปะสอนให้เราใช้จินตนาการในการวาดภาพ และชื่นชมผลงานของทุกคน,1397,คุณครูศิลปะสอนให้เราผสมสีอย่างสร้างสรรค์ และใช้จินตนาการในการวาดภาพ
0.953,476,การทำสมาธิก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น,532,ฉันชอบทำสมาธิก่อนนอน เพื่อให้จิตใจสงบและหลับได้อย่างสบาย
0.953,400,การออกกำลังกายทุกวันทำให้สุขภาพของฉันแข็งแรงขึ้น,1775,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่แข็งแรงขึ้น
0.953,34,การอ่านหนังสือก่อนนอนจะช่วยให้เราผ่อนคลายและนอนหลับสบายขึ้น,1036,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับได้ง่ายขึ้น
0.953,19,ฉันอยากเรียนรู้ภาษาใหม่ เพราะจะได้สื่อสารกับคนต่างชาติได้ดีขึ้น,647,ฉันกำลังคิดจะเรียนภาษาใหม่ เพื่อที่จะสามารถสื่อสารกับผู้คนจากประเทศอื่นได้
0.953,166,ฉันชอบอ่านบทกวีเพราะมันมีความหมายลึกซึ้งและสวยงาม,545,ฉันชอบอ่านบทกวี เพราะมันสื่อความรู้สึกและความคิดในรูปแบบที่สวยงาม
0.953,16,ฉันกำลังหาหนังสือที่น่าสนใจอ่าน ถ้าคุณมีเรื่องไหนแนะนำ ช่วยบอกฉันด้วย,1758,ฉันกำลังหาหนังสือเล่มใหม่ที่จะอ่านมีเรื่องไหนที่คุณแนะนำบ้าง
0.953,315,การทำงานเป็นทีมจะทำให้เราสามารถบรรลุเป้าหมายได้เร็วขึ้น,2015,การทำงานเป็นทีมจะทำให้เราประสบความสำเร็จได้มากขึ้น
0.952,332,การพักผ่อนเป็นสิ่งสำคัญ หลังจากที่เราทำงานหนักมาตลอดสัปดาห์,1134,คุณควรพักผ่อนบ้างหลังจากทำงานหนักมาตลอดสัปดาห์
0.952,1066,เมื่อเราออกกำลังกายเป็นประจำ สุขภาพก็จะดีขึ้น,1550,การออกกำลังกายเป็นประจำช่วยให้สุขภาพดีขึ้น คุณคิดอย่างไร?
0.952,650,การออกกำลังกายเป็นประจำเป็นสิ่งสำคัญสำหรับสุขภาพที่ดีและชีวิตที่ยืนยาว,1225,การออกกำลังกายสม่ำเสมอเป็นสิ่งสำคัญสำหรับสุขภาพที่ดี
0.952,296,การออกกำลังกายเป็นประจำจะช่วยให้สุขภาพแข็งแรงและจิตใจสดใส,1750,การออกกำลังกายทุกวันช่วยให้สุขภาพแข็งแรงและจิตใจแจ่มใส
0.952,997,คุณหมอแนะนำให้ไม่ควรโหมงานหนักในช่วงนี้,1004,คุณหมอบอกว่าไม่ควรโหมงานหนักเกินไป
0.952,1113,ฉันชอบอ่านหนังสือก่อนนอนเพราะมันช่วยให้หลับง่ายขึ้น,1932,เขาชอบอ่านหนังสือก่อนนอนเพราะช่วยให้หลับสบาย
0.952,17,ถึงแม้ว่าเราจะพบกับอุปสรรคมากมาย แต่ก็ไม่ควรยอมแพ้และควรสู้ต่อไป,1515,ถึงแม้ว่าจะมีอุปสรรค แต่เราก็ต้องสู้ต่อไป
0.952,5,ถ้าคุณมีเวลาว่างสุดสัปดาห์นี้ เราไปเที่ยวภูเขาหรือทะเลกันดีไหม,212,คุณคิดว่าวันหยุดนี้เราควรไปเที่ยวภูเขาหรือทะเลดี?
0.952,85,ฉันกำลังฝึกพูดภาษาที่สาม เพื่อเปิดโอกาสในการทำงานและการเดินทาง,531,ฉันตั้งใจว่าจะเรียนรู้ภาษาที่สาม เพื่อเพิ่มทักษะและโอกาสในการทำงาน
0.952,638,เราสามารถเรียนรู้จากความผิดพลาดเพื่อพัฒนาตัวเองต่อไป,652,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและพัฒนาตนเองได้มากขึ้น
0.952,43,ถ้าเรารักษาสิ่งแวดล้อม โลกของเราก็จะน่าอยู่มากขึ้นสำหรับคนรุ่นต่อไป,120,เราควรรักษาสิ่งแวดล้อมเพื่อให้โลกของเรายังคงสวยงามสำหรับคนรุ่นหลัง
0.952,285,ถ้าคุณต้องการความช่วยเหลือ อย่าลังเลที่จะบอกฉันนะ ฉันยินดีช่วยเสมอ,1749,ถ้าคุณมีปัญหาอะไรสามารถบอกฉันได้ฉันยินดีช่วยเหลือเสมอ
0.952,328,การวางแผนการเงินจะช่วยให้เรามีอนาคตที่มั่นคงและปลอดภัย,1051,การวางแผนทางการเงินที่ดีจะช่วยให้เรามีความมั่นคง
0.952,34,การอ่านหนังสือก่อนนอนจะช่วยให้เราผ่อนคลายและนอนหลับสบายขึ้น,563,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายขึ้น
0.952,799,ฉันกำลังฝึกเล่นโยคะเพื่อสุขภาพกายและใจที่ดีขึ้น,1285,ฉันอยากลองฝึกโยคะเพื่อเสริมสร้างสุขภาพกายและจิตใจ
0.952,658,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้การเดินทางไม่เหงา,1130,ผมชอบฟังเพลงขณะขับรถเพราะทำให้ผ่อนคลาย
0.952,1250,ในตอนเช้า ฉันมักจะดื่มกาแฟหนึ่งแก้วก่อนเริ่มงาน,1640,ตอนเช้าฉันตื่นขึ้นมาแล้วดื่มกาแฟ ก่อนที่จะออกไปทำงาน
0.952,27,เธอได้ยินข่าวล่าสุดเกี่ยวกับการเปิดตัวสินค้าใหม่ของบริษัทนั้นไหม,1772,คุณได้ยินข่าวล่าสุดเกี่ยวกับการเปิดตัวผลิตภัณฑ์ใหม่หรือยัง
0.952,472,ฉันเชื่อว่าการศึกษาเป็นกุญแจสำคัญสู่ความสำเร็จ,1067,เธอเชื่อว่าการศึกษาเป็นกุญแจสำคัญสู่ความสำเร็จ
0.952,61,ฉันกำลังฝึกเล่นกีตาร์ เพื่อที่จะได้เล่นเพลงโปรดของฉันเอง,877,ฉันกำลังเรียนรู้ที่จะเล่นกีตาร์ และหวังว่าสักวันจะเล่นเพลงโปรดได้
0.952,1777,คุณคิดว่าเราควรไปเที่ยวที่ไหนในวันหยุดสุดสัปดาห์นี้ดี,2014,คุณมีที่ท่องเที่ยวแนะนำสำหรับวันหยุดสุดสัปดาห์นี้ไหม
0.952,132,การฟังเพลงช่วยให้ฉันได้ปลดปล่อยความเครียดและรู้สึกผ่อนคลาย,1490,เมื่อฉันเครียด ฉันชอบฟังเพลงเพื่อผ่อนคลาย
0.952,1071,ถ้าเรามีเป้าหมายชัดเจน เราก็จะสามารถประสบความสำเร็จได้,1211,ถ้าเรามีความตั้งใจเราก็จะสามารถบรรลุเป้าหมายได้
0.951,565,เมื่อวานนี้ฝนตกหนักมาก ทำให้ถนนลื่นและต้องขับรถอย่างระมัดระวัง,667,เมื่อถึงเวลาฝนตก ถนนก็ลื่น ทำให้ต้องขับรถด้วยความระมัดระวัง
0.951,1309,ฉันอยากขอบคุณคุณสำหรับความช่วยเหลือและการสนับสนุนที่ต่อเนื่อง,1784,ฉันอยากขอบคุณคุณสำหรับความช่วยเหลือและความกรุณาของคุณ
0.951,143,เราควรรับประทานอาหารที่มีประโยชน์เพื่อสุขภาพที่ดี,1273,การกินอาหารที่มีประโยชน์เป็นสิ่งสำคัญสำหรับสุขภาพที่ดี
0.951,1346,เพื่อนบ้านของเราชอบปลูกดอกไม้หน้าบ้าน และบางครั้งก็แบ่งปันดอกไม้ให้เราด้วย,1413,เพื่อนบ้านของเราชอบปลูกไม้ดอกหอม และแบ่งปันดอกไม้ให้เพื่อนบ้านเสมอ
0.951,508,ถ้าเรามีความพยายามและไม่ยอมแพ้ เราก็จะสามารถบรรลุเป้าหมายที่ตั้งไว้ได้,1211,ถ้าเรามีความตั้งใจเราก็จะสามารถบรรลุเป้าหมายได้
0.951,13,ถ้าเราต้องการประสบความสำเร็จ เราควรตั้งเป้าหมายและพยายามอย่างเต็มที่เพื่อให้ไปถึง,1811,เมื่อเรามีเป้าหมายเราก็ควรพยายามอย่างเต็มที่เพื่อให้บรรลุ
0.951,689,ถ้าคุณสนใจเรียนรู้เพิ่มเติม เราสามารถจัดการประชุมอีกครั้งได้,1126,ถ้าคุณสนใจเราสามารถจัดการประชุมเพิ่มเติมได้
0.951,695,แม้ว่าสภาพอากาศจะไม่เอื้ออำนวย เราก็ตัดสินใจออกเดินทางต่อไป,1700,แม้ว่าสภาพอากาศจะไม่ดี แต่เรายังคงเดินทางต่อไปได้
0.951,207,ถ้าคุณต้องการความช่วยเหลือ ผมยินดีที่จะช่วยเสมอ,285,ถ้าคุณต้องการความช่วยเหลือ อย่าลังเลที่จะบอกฉันนะ ฉันยินดีช่วยเสมอ
0.951,968,งานนี้ยากกว่าที่คิดไว้ แต่ฉันจะพยายามทำให้ดีที่สุด,1469,ถึงแม้ว่าจะยาก แต่ฉันจะพยายามทำให้ดีที่สุด
0.951,943,หมอแนะนำให้พักผ่อนให้เพียงพอและไม่ควรโหมงานหนักจนเกินไป เพราะร่างกายต้องการการฟื้นฟู,957,คุณหมอแนะนำให้พักผ่อนและไม่ควรโหมงานหนักจนเกินไป
0.951,34,การอ่านหนังสือก่อนนอนจะช่วยให้เราผ่อนคลายและนอนหลับสบายขึ้น,277,ฉันชอบอ่านหนังสือก่อนนอน เพราะทำให้ผ่อนคลายและหลับสบายขึ้น
0.95,279,เมื่อคุณไปถึงสถานีรถไฟ โปรดโทรหาฉัน เพื่อจะได้ไปรับคุณทันที,1117,เมื่อคุณถึงสถานีกรุณาโทรมาบอกฉันด้วยนะครับ
0.95,307,การฟังเพลงช่วยให้ฉันผ่อนคลายและสร้างสมาธิในการทำงาน,578,ฉันชอบฟังเพลงขณะทำงาน เพราะมันช่วยให้ฉันมีสมาธิและทำงานได้เร็วขึ้น
0.95,862,ฉันเชื่อว่าความพยายามและความอดทนจะนำพาเราไปสู่ความสำเร็จ,1630,ฉันเชื่อว่าความพยายามของเราจะนำมาซึ่งความสำเร็จในที่สุด
0.95,1127,ฉันต้องการซื้อของขวัญให้เพื่อนแต่ยังไม่รู้ว่าจะซื้ออะไรดี,1941,ฉันต้องซื้อของขวัญวันเกิดให้เพื่อน แต่ยังไม่รู้จะซื้ออะไรดี
0.95,387,ฉันชอบใช้เวลาว่างกับธรรมชาติ มันทำให้ฉันรู้สึกผ่อนคลายและสดชื่น,621,ฉันชอบความสงบของธรรมชาติ มันช่วยให้ฉันรู้สึกผ่อนคลาย
0.95,812,คุณเคยไปเที่ยวภาคเหนือของประเทศไทยหรือยัง,1323,คุณเคยไปเที่ยวภาคเหนือของประเทศไทยหรือยัง มีสถานที่สวยงามมากมาย
0.95,1267,การเดินทางครั้งนี้จะเป็นประสบการณ์ที่ไม่ลืมเลือนสำหรับทุกคน,1954,การเดินทางครั้งนี้จะเป็นประสบการณ์ที่ฉันจะไม่มีวันลืม
0.95,49,การฟังเพลงโปรดช่วยให้ฉันรู้สึกดีขึ้นในวันที่เหนื่อยล้า,1998,การฟังเพลงช่วยให้ฉันผ่อนคลายหลังจากวันที่เหน็ดเหนื่อย
0.95,665,แม้ว่างานจะยาก แต่ถ้าเราทำงานร่วมกัน เราก็จะทำได้สำเร็จ,1649,แม้ว่างานจะยาก แต่ถ้าเราพยายาม เราจะสำเร็จได้
0.95,277,ฉันชอบอ่านหนังสือก่อนนอน เพราะทำให้ผ่อนคลายและหลับสบายขึ้น,1932,เขาชอบอ่านหนังสือก่อนนอนเพราะช่วยให้หลับสบาย
0.95,885,ถ้าเราทำงานเป็นทีม เราจะสามารถบรรลุเป้าหมายได้เร็วขึ้น,1638,การทำงานร่วมกันทำให้เราบรรลุเป้าหมายได้เร็วขึ้น
0.95,615,ถ้าเราร่วมมือกัน เราจะสามารถบรรลุเป้าหมายได้เร็วขึ้น,885,ถ้าเราทำงานเป็นทีม เราจะสามารถบรรลุเป้าหมายได้เร็วขึ้น
0.95,139,เขาชอบเล่าเรื่องตลกทำให้ทุกคนหัวเราะและมีความสุข,683,เขาเล่าเรื่องตลกให้พวกเราฟัง ทำให้ทุกคนหัวเราะอย่างสนุกสนาน
0.95,1381,แม่ค้าที่ขายอาหารตามสั่งมักจะปรุงอาหารสดใหม่ และใส่ใจในรสชาติ,1427,แม่ค้าที่ขายอาหารตามสั่งปรุงอาหารอร่อย และรักษาความสะอาดเป็นอย่างดี
0.95,84,ถ้าเราตั้งใจฟังผู้อื่น เราจะเข้าใจและเรียนรู้จากพวกเขาได้มากขึ้น,163,การฟังความคิดเห็นของผู้อื่นทำให้เราเข้าใจและเรียนรู้มากขึ้น
0.949,675,เขาตัดสินใจลาออกจากงานเพื่อเริ่มธุรกิจของตัวเองตามความฝัน,923,เขาตัดสินใจที่จะเริ่มต้นธุรกิจของตนเองและทำตามความฝัน
0.949,22,ถ้าเรามีความอดทนและพยายาม ไม่ว่าอะไรก็สามารถสำเร็จได้,50,ถ้าเรามีความตั้งใจจริง ไม่ว่าอะไรก็สามารถทำได้สำเร็จ
0.949,401,คุณคิดว่าฝนจะตกไหม? ฉันลืมเอาร่มมา,1549,ฉันลืมนำร่มมา ฝนก็ตกหนัก เราจะทำอย่างไรดี?
0.949,304,ฉันกำลังวางแผนจะเรียนต่อปริญญาโท เพราะอยากพัฒนาความรู้ของตนเอง,512,ฉันตั้งใจจะเรียนต่อในระดับปริญญาโท เพื่อพัฒนาความรู้และโอกาสในสายงานของฉัน
0.949,963,หมอแนะนำให้หลีกเลี่ยงการโหมงานหนักในช่วงที่ร่างกายยังไม่แข็งแรง,991,หมอแนะนำให้หลีกเลี่ยงการโหมงานหนักในช่วงที่กำลังป่วย
0.949,1568,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น,1932,เขาชอบอ่านหนังสือก่อนนอนเพราะช่วยให้หลับสบาย
0.949,490,ระหว่างที่ฉันกำลังทำอาหารอยู่ในครัว โทรศัพท์ก็ดังขึ้น ฉันจึงต้องหยุดเพื่อรับสาย,846,ในขณะที่ฉันกำลังทำอาหารเย็น โทรศัพท์ก็ดังขึ้นทันที
0.949,1054,เมื่อมีปัญหา เราควรหาทางแก้ไขอย่างสร้างสรรค์,1740,ถ้าเรามีความคิดสร้างสรรค์ เราจะหาวิธีแก้ปัญหาได้
0.949,431,ถ้าเราช่วยกันทำงานนี้ เราจะเสร็จเร็วขึ้น,1774,ถ้าเราช่วยกันทำงานนี้จะเสร็จเร็วขึ้นและไม่เหนื่อยมาก
0.949,1602,ถ้าเราช่วยกันทำงานนี้ เราจะเสร็จเร็วขึ้น,1774,ถ้าเราช่วยกันทำงานนี้จะเสร็จเร็วขึ้นและไม่เหนื่อยมาก
0.949,1309,ฉันอยากขอบคุณคุณสำหรับความช่วยเหลือและการสนับสนุนที่ต่อเนื่อง,1739,ฉันรู้สึกขอบคุณสำหรับความช่วยเหลือและกำลังใจของคุณ
0.949,611,ฉันเชื่อว่าการอ่านหนังสือจะเปิดโลกทัศน์และเพิ่มความรู้ให้เรา,887,ฉันคิดว่าการอ่านหนังสือเป็นวิธีที่ดีในการเปิดโลกความรู้
0.949,556,ถ้าเราใส่ใจในการรับประทานอาหารที่มีประโยชน์ สุขภาพของเราก็จะดีขึ้นและแข็งแรงขึ้น,831,เราควรจะรักษาสุขภาพด้วยการกินอาหารที่มีประโยชน์
0.949,487,ฉันชอบอ่านหนังสือทุกคืนก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายมากขึ้น,1568,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น
0.949,685,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น,1643,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันทำให้ฉันผ่อนคลาย
0.949,576,ถ้าคุณมีปัญหา อย่าลังเลที่จะโทรหาฉัน ฉันยินดีจะช่วยเสมอ,654,ถ้าคุณต้องการความช่วยเหลือ อย่าลังเลที่จะโทรหาฉันได้ทุกเมื่อ
0.949,312,แม้ว่าฉันจะไม่เคยทำมาก่อน แต่ฉันก็อยากลองดูสักครั้ง,1495,แม้ว่าจะไม่มีประสบการณ์ แต่ฉันก็อยากลองทำดู
0.949,874,ฉันชอบไปเดินเล่นริมชายหาดเพื่อฟังเสียงคลื่นและสัมผัสลมทะเล,1780,ฉันชอบฟังเสียงคลื่นทะเลเวลานั่งพักผ่อนบนชายหาด
0.949,1066,เมื่อเราออกกำลังกายเป็นประจำ สุขภาพก็จะดีขึ้น,1936,เราควรออกกำลังกายเป็นประจำเพื่อสุขภาพที่แข็งแรง
0.949,118,ถ้าเราตั้งใจทำงาน ผลลัพธ์ที่ดีก็จะตามมาเอง,1099,เมื่อเราตั้งใจทำสิ่งใด เราก็จะได้รับผลลัพธ์ที่ดี
0.948,1074,เธอกำลังฝึกเล่นเปียโน เพื่อแสดงในงานคอนเสิร์ตของโรงเรียน,1259,เธอกำลังฝึกเล่นกีตาร์เพื่อแสดงในงานคอนเสิร์ตของโรงเรียน
0.948,1346,เพื่อนบ้านของเราชอบปลูกดอกไม้หน้าบ้าน และบางครั้งก็แบ่งปันดอกไม้ให้เราด้วย,1383,เพื่อนบ้านของเราชอบปลูกดอกไม้หลากสี และแบ่งปันกิ่งพันธุ์ให้ผู้อื่น
0.948,411,ฉันกำลังมองหางานใหม่ที่ท้าทายและมีโอกาสก้าวหน้า,798,เขากำลังมองหางานใหม่ที่ท้าทายและมีโอกาสก้าวหน้า
0.948,108,การเรียนภาษาต่างประเทศต้องใช้ความพยายามและการฝึกฝนอย่างต่อเนื่อง,1245,การเรียนภาษาใหม่ต้องใช้ความพยายามและการฝึกฝนอย่างสม่ำเสมอ
0.948,147,ถ้าเรามีความอดทนและมุ่งมั่น ความสำเร็จจะอยู่ไม่ไกล,299,ถ้าเรามีความมุ่งมั่นและอดทน เราก็จะสามารถบรรลุเป้าหมายได้
0.948,1369,แม่ค้าที่ขายผักในตลาดมักจะแนะนำวิธีการเลือกผักที่สดใหม่,1398,แม่ค้าที่ขายผักในตลาดมักจะคัดผักสดใหม่ และจัดเรียงอย่างสวยงาม
0.948,814,ถึงแม้ว่าฝนจะตกหนัก แต่เราก็ยังไปเที่ยวได้,1143,แม้ว่าฝนจะตกเราก็ยังอยากไปเที่ยวอยู่ดี
0.948,292,แม้ว่าฝนจะตกหนัก แต่ฉันก็ยังต้องไปทำงานให้ทันเวลา,1012,แม้ว่าวันนี้ฝนจะตกหนัก แต่ฉันก็ยังต้องไปทำงานตามปกติ
0.948,104,ถ้าเรารู้จักการแบ่งปัน ความสุขก็จะเพิ่มขึ้นและทำให้โลกนี้น่าอยู่ยิ่งขึ้น,383,ถ้าเราแบ่งปันความรักและความสุข โลกก็จะน่าอยู่ขึ้น
0.948,143,เราควรรับประทานอาหารที่มีประโยชน์เพื่อสุขภาพที่ดี,291,การรับประทานอาหารที่มีประโยชน์ต่อสุขภาพ จะช่วยให้ร่างกายแข็งแรง
0.948,200,เมื่อเช้านี้ผมไปวิ่งที่สวน และรู้สึกสดชื่นมากขึ้น,442,เมื่อวานฉันไปวิ่งที่สวนสาธารณะและรู้สึกสดชื่นมาก
0.948,278,แม้ว่าวันนี้จะยุ่งมาก แต่ฉันก็รู้สึกภูมิใจที่ได้ทำงานสำเร็จตามเป้าหมาย,1686,แม้ว่าวันนี้จะยุ่ง แต่ฉันก็รู้สึกมีความสุขที่ได้ทำงาน
0.948,225,ถ้าคุณสนใจ เราสามารถสมัครเรียนทำอาหารด้วยกันได้,800,ถ้าคุณมีเวลาว่าง มาเรียนทำอาหารด้วยกันไหม
0.948,808,แม้ว่าวันนี้จะเหนื่อย แต่ฉันก็มีความสุขกับสิ่งที่ทำ,1472,แม้ว่าจะเหนื่อย แต่ฉันก็มีความสุขกับงานที่ทำ
0.948,801,เราควรจะประหยัดเงินเพื่ออนาคตของเรา,1232,เราควรเริ่มประหยัดเงินตั้งแต่ตอนนี้เพื่ออนาคตที่มั่นคง
0.948,293,พรุ่งนี้เป็นวันหยุด เรามาไปเที่ยวทะเลกันไหม ฉันคิดว่าน่าจะสนุก,655,พรุ่งนี้เป็นวันหยุด เราควรไปเที่ยวทะเลและสนุกกับการว่ายน้ำกัน
0.947,1643,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันทำให้ฉันผ่อนคลาย,1790,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.947,551,การร่วมมือกันในทีมทำให้เราสามารถบรรลุเป้าหมายที่ใหญ่ขึ้นได้เร็วกว่า,1638,การทำงานร่วมกันทำให้เราบรรลุเป้าหมายได้เร็วขึ้น
0.947,768,ถ้าเราแบ่งงานกันทำ เราจะเสร็จเร็วขึ้น,1721,ถ้าเราทำงานร่วมกัน เราจะสามารถทำงานนี้ให้เสร็จเร็วขึ้น
0.947,974,งานนี้ยากกว่าที่คิดไว้มาก แต่เราต้องพยายามทำให้ดีที่สุด,1003,งานนี้ยากกว่าที่คาดไว้ แต่เราต้องทำให้สำเร็จ
0.947,700,การฟังเพลงช่วยให้ฉันผ่อนคลายและลดความเครียดหลังจากทำงานหนัก,1998,การฟังเพลงช่วยให้ฉันผ่อนคลายหลังจากวันที่เหน็ดเหนื่อย
0.947,219,คุณอยากไปเรียนเต้นรำกับฉันไหม? น่าสนุกดีนะ,309,ถ้าคุณสนใจ เรามาเรียนเต้นรำด้วยกัน ฉันคิดว่าน่าจะสนุกดี
0.947,143,เราควรรับประทานอาหารที่มีประโยชน์เพื่อสุขภาพที่ดี,556,ถ้าเราใส่ใจในการรับประทานอาหารที่มีประโยชน์ สุขภาพของเราก็จะดีขึ้นและแข็งแรงขึ้น
0.947,491,แม้ว่าวันนี้อากาศจะร้อนมาก แต่ฉันก็ยังออกไปวิ่งออกกำลังกายตามปกติเพื่อสุขภาพที่ดี,1571,แม้ว่าวันนี้จะร้อนจัด แต่ฉันก็ยังอยากออกไปวิ่ง
0.947,1906,พี่สาวฉันชอบดูหนังที่มีฉากแอ็คชั่นแบบล็อคคอกัน,1917,พี่สาวฉันชอบดูหนังที่มีฉากแอ็คชั่นแบบน็อคเอาท์
0.947,1347,แม่มักจะสอนให้เราประหยัดน้ำประหยัดไฟ และใช้ทรัพยากรอย่างคุ้มค่า,1431,แม่มักจะสอนให้เรารู้จักประหยัด และใช้ของอย่างคุ้มค่า
0.946,891,ฉันกำลังศึกษาเรื่องสิ่งแวดล้อมเพื่อช่วยรักษาโลกของเรา,1053,เธอกำลังศึกษาเรื่องสิ่งแวดล้อม เพื่อช่วยรักษาโลกของเรา
0.946,356,ฉันชอบนั่งอ่านหนังสือในคาเฟ่ มันเป็นบรรยากาศที่ผ่อนคลาย,643,ฉันชอบอ่านหนังสือที่ร้านกาแฟ เพราะบรรยากาศเงียบสงบและมีกลิ่นหอมของกาแฟ
0.946,685,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น,1932,เขาชอบอ่านหนังสือก่อนนอนเพราะช่วยให้หลับสบาย
0.946,766,ถึงแม้ว่าภาษาไทยจะยาก แต่ฉันก็อยากจะศึกษาให้เข้าใจ,1442,ถึงแม้ว่าการเรียนภาษาไทยจะยาก แต่ฉันก็จะพยายามต่อไป
0.946,113,เมื่อคืนฝนตกหนักมาก ทำให้ถนนลื่นและต้องขับรถอย่างระมัดระวัง,667,เมื่อถึงเวลาฝนตก ถนนก็ลื่น ทำให้ต้องขับรถด้วยความระมัดระวัง
0.946,1042,ถ้าเรามีความฝัน เราก็ควรทำตามและไม่ยอมแพ้,1779,ถ้าเรามีความฝันเราก็ควรพยายามทำให้เป็นจริงด้วยความมุ่งมั่น
0.946,88,เธอสนใจจะเข้าร่วมกิจกรรมอาสาสมัครกับฉันไหม มันเป็นประสบการณ์ที่ดีมาก,1708,เธอสนใจเข้าร่วมกิจกรรมอาสาสมัครกับฉันไหม
0.946,1720,ฉันต้องการซื้อของขวัญให้เพื่อน แต่ไม่รู้ว่าจะเลือกอะไรดี,1941,ฉันต้องซื้อของขวัญวันเกิดให้เพื่อน แต่ยังไม่รู้จะซื้ออะไรดี
0.946,563,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายขึ้น,1932,เขาชอบอ่านหนังสือก่อนนอนเพราะช่วยให้หลับสบาย
0.946,1352,คุณครูศิลปะสอนให้เราใช้สีอย่างสร้างสรรค์ และชมเชยผลงานของนักเรียนทุกคน,1397,คุณครูศิลปะสอนให้เราผสมสีอย่างสร้างสรรค์ และใช้จินตนาการในการวาดภาพ
0.946,492,การเรียนภาษาใหม่ไม่ใช่เรื่องง่าย แต่ถ้าเราฝึกฝนอย่างสม่ำเสมอ เราก็จะเก่งขึ้นได้,1245,การเรียนภาษาใหม่ต้องใช้ความพยายามและการฝึกฝนอย่างสม่ำเสมอ
0.946,1515,ถึงแม้ว่าจะมีอุปสรรค แต่เราก็ต้องสู้ต่อไป,1719,แม้ว่าจะมีอุปสรรคมากมาย แต่เราจะไม่ยอมแพ้
0.946,1645,หลังจากที่ฝนหยุดตก เราสามารถออกไปเดินเล่นได้,1783,เมื่อฝนหยุดตกเราจะออกไปเดินเล่นและสูดอากาศบริสุทธิ์
0.946,244,ฉันชอบปลูกดอกไม้ที่บ้าน เพราะมันทำให้บ้านสดชื่น,1082,ฉันชอบปลูกต้นไม้และดอกไม้ในสวน เพราะทำให้บ้านสวยงาม
0.946,1090,การฟังเพลงคลาสสิกช่วยให้ฉันมีสมาธิในการทำงาน,1754,ฉันชอบฟังเพลงคลาสสิกเวลาทำงานเพราะทำให้ผ่อนคลาย
0.946,419,ฉันต้องการเรียนรู้การถ่ายภาพเพื่อเก็บความทรงจำที่ดี,519,ฉันอยากเรียนรู้การถ่ายภาพ เพื่อบันทึกความทรงจำและช่วงเวลาที่สวยงามในชีวิต
